series,timestamp,value,label
markup,1970-01-01T00:05:02.000Z,0,
RR,1970-01-01T00:05:02.000Z,1000,
RR,1970-01-01T00:05:03.000Z,920,
markup,1970-01-01T00:05:03.000Z,0,
markup,1970-01-01T00:05:04.000Z,0,
RR,1970-01-01T00:05:04.000Z,1044,
markup,1970-01-01T00:05:05.000Z,0,
RR,1970-01-01T00:05:05.000Z,940,
markup,1970-01-01T00:05:06.000Z,0,
RR,1970-01-01T00:05:06.000Z,980,
markup,1970-01-01T00:05:07.000Z,0,
RR,1970-01-01T00:05:07.000Z,980,
markup,1970-01-01T00:05:08.000Z,0,
RR,1970-01-01T00:05:08.000Z,976,
markup,1970-01-01T00:05:09.000Z,0,
RR,1970-01-01T00:05:09.000Z,1020,
markup,1970-01-01T00:05:10.000Z,0,
RR,1970-01-01T00:05:10.000Z,880,
RR,1970-01-01T00:05:11.000Z,992,
markup,1970-01-01T00:05:11.000Z,0,
markup,1970-01-01T00:05:12.000Z,0,
RR,1970-01-01T00:05:12.000Z,940,
markup,1970-01-01T00:05:13.000Z,0,
RR,1970-01-01T00:05:13.000Z,940,
markup,1970-01-01T00:05:14.000Z,0,
RR,1970-01-01T00:05:14.000Z,872,
markup,1970-01-01T00:05:15.000Z,0,
RR,1970-01-01T00:05:15.000Z,900,
RR,1970-01-01T00:05:16.000Z,904,
markup,1970-01-01T00:05:16.000Z,0,
